xName,Manning Name,HGNC Name,Kinase Name,Group,Family,SubFamily,UniprotID,chembl_targets,type
MSK1,MSK1,RPS6KA5,Ribosomal protein S6 kinase alpha-5,AGC,RSK,MSK,O75582,CHEMBL4237,SINGLE PROTEIN
MSK1,MSK1,RPS6KA5,Ribosomal protein S6 kinase alpha-5,AGC,RSK,MSK,O75582,CHEMBL3832633,PROTEIN FAMILY
MSK1_b,Domain2_MSK1,RPS6KA5,Ribosomal protein S6 kinase alpha-5,CAMK,RSKb,MSKb,O75582,CHEMBL4237,SINGLE PROTEIN
MSK1_b,Domain2_MSK1,RPS6KA5,Ribosomal protein S6 kinase alpha-5,CAMK,RSKb,MSKb,O75582,CHEMBL3832633,PROTEIN FAMILY
MSK2,MSK2,RPS6KA4,Ribosomal protein S6 kinase alpha-4,AGC,RSK,MSK,O75676,CHEMBL3125,SINGLE PROTEIN
MSK2,MSK2,RPS6KA4,Ribosomal protein S6 kinase alpha-4,AGC,RSK,MSK,O75676,CHEMBL3832633,PROTEIN FAMILY
MSK2_b,Domain2_MSK2,RPS6KA4,Ribosomal protein S6 kinase alpha-4,CAMK,RSKb,MSKb,O75676,CHEMBL3125,SINGLE PROTEIN
MSK2_b,Domain2_MSK2,RPS6KA4,Ribosomal protein S6 kinase alpha-4,CAMK,RSKb,MSKb,O75676,CHEMBL3832633,PROTEIN FAMILY
MST1,MST1,STK4,Serine/threonine-protein kinase 4,STE,STE20,MST,Q13043,CHEMBL4598,SINGLE PROTEIN
MST2,MST2,STK3,Serine/threonine-protein kinase 3,STE,STE20,MST,Q13188,CHEMBL4708,SINGLE PROTEIN
MST3,MST3,STK24,Serine/threonine-protein kinase 24,STE,STE20,YSK,Q9Y6E0,CHEMBL5082,SINGLE PROTEIN
MUSK,MUSK,MUSK,Muscle,TK,Musk,,O15146,CHEMBL5684,SINGLE PROTEIN
MYT1,MYT1,PKMYT1,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,Other,WEE,,Q99640,CHEMBL3984,SINGLE PROTEIN
NDR1,NDR1,STK38,Serine/threonine-protein kinase 38,AGC,NDR,,Q15208,CHEMBL1075155,SINGLE PROTEIN
NEK1,NEK1,NEK1,Serine/threonine-protein kinase Nek1,Other,NEK,,Q96PY6,CHEMBL5855,SINGLE PROTEIN
NEK2,NEK2,NEK2,Serine/threonine-protein kinase Nek2,Other,NEK,,P51955,CHEMBL3835,SINGLE PROTEIN
NEK3,NEK3,NEK3,Serine/threonine-protein kinase Nek3,Other,NEK,,P51956,CHEMBL5679,SINGLE PROTEIN
NIK,NIK,MAP3K14,Mitogen-activated protein kinase kinase kinase 14,STE,STE-Unique,,Q99558,CHEMBL5888,SINGLE PROTEIN
NLK,NLK,NLK,Serine/threonine-protein kinase NLK,CMGC,MAPK,nmo,Q9UBE8,CHEMBL5364,SINGLE PROTEIN
NEK4,NEK4,NEK4,Serine/threonine-protein kinase Nek4,Other,NEK,,P51957,CHEMBL5819,SINGLE PROTEIN
IRAK4,IRAK4,IRAK4,Interleukin-1 receptor-associated kinase 4,TKL,IRAK,,Q9NWZ3,CHEMBL3778,SINGLE PROTEIN
PIK3R4,PIK3R4,PIK3R4,Phosphoinositide 3-kinase regulatory subunit 4,Other,VPS15,,Q99570,CHEMBL2189144,SINGLE PROTEIN
ROCK2,ROCK2,ROCK2,Rho-associated protein kinase 2,AGC,DMPK,ROCK,O75116,CHEMBL2111459,PROTEIN FAMILY
ROCK2,ROCK2,ROCK2,Rho-associated protein kinase 2,AGC,DMPK,ROCK,O75116,CHEMBL2973,SINGLE PROTEIN
p38a,p38a,MAPK14,Mitogen-activated protein kinase 14,CMGC,MAPK,p38,Q16539,CHEMBL260,SINGLE PROTEIN
p38a,p38a,MAPK14,Mitogen-activated protein kinase 14,CMGC,MAPK,p38,Q16539,CHEMBL2094115,PROTEIN FAMILY
p38a,p38a,MAPK14,Mitogen-activated protein kinase 14,CMGC,MAPK,p38,Q16539,CHEMBL4106180,PROTEIN FAMILY
p70S6K,p70S6K,RPS6KB1,Ribosomal protein S6 kinase beta-1,AGC,RSK,RSKp70,P23443,CHEMBL4501,SINGLE PROTEIN
p70S6K,p70S6K,RPS6KB1,Ribosomal protein S6 kinase beta-1,AGC,RSK,RSKp70,P23443,CHEMBL2111330,PROTEIN COMPLEX
p70S6K,p70S6K,RPS6KB1,Ribosomal protein S6 kinase beta-1,AGC,RSK,RSKp70,P23443,CHEMBL3832633,PROTEIN FAMILY
p70S6K,p70S6K,RPS6KB1,Ribosomal protein S6 kinase beta-1,AGC,RSK,RSKp70,P23443,CHEMBL3885629,PROTEIN FAMILY
p70S6Kb,p70S6Kb,RPS6KB2,Ribosomal protein S6 kinase beta-2,AGC,RSK,RSKp70,Q9UBS0,CHEMBL3111,SINGLE PROTEIN
p70S6Kb,p70S6Kb,RPS6KB2,Ribosomal protein S6 kinase beta-2,AGC,RSK,RSKp70,Q9UBS0,CHEMBL2111330,PROTEIN COMPLEX
p70S6Kb,p70S6Kb,RPS6KB2,Ribosomal protein S6 kinase beta-2,AGC,RSK,RSKp70,Q9UBS0,CHEMBL3832633,PROTEIN FAMILY
PAK1,PAK1,PAK1,Serine/threonine-protein kinase PAK 1,STE,STE20,PAKA,Q13153,CHEMBL4600,SINGLE PROTEIN
PAK1,PAK1,PAK1,Serine/threonine-protein kinase PAK 1,STE,STE20,PAKA,Q13153,CHEMBL3885636,PROTEIN FAMILY
PAK1,PAK1,PAK1,Serine/threonine-protein kinase PAK 1,STE,STE20,PAKA,Q13153,CHEMBL3885637,PROTEIN FAMILY
PAK2,PAK2,PAK2,Serine/threonine-protein kinase PAK 2,STE,STE20,PAKA,Q13177,CHEMBL4487,SINGLE PROTEIN
PAK2,PAK2,PAK2,Serine/threonine-protein kinase PAK 2,STE,STE20,PAKA,Q13177,CHEMBL3885636,PROTEIN FAMILY
PAK2,PAK2,PAK2,Serine/threonine-protein kinase PAK 2,STE,STE20,PAKA,Q13177,CHEMBL3885637,PROTEIN FAMILY
PAK3,PAK3,PAK3,Serine/threonine-protein kinase PAK 3,STE,STE20,PAKA,O75914,CHEMBL2999,SINGLE PROTEIN
PAK3,PAK3,PAK3,Serine/threonine-protein kinase PAK 3,STE,STE20,PAKA,O75914,CHEMBL3885637,PROTEIN FAMILY
PKCh,PKCh,PRKCH,Protein kinase C eta type,AGC,PKC,PKCh,P24723,CHEMBL3616,SINGLE PROTEIN
PKCh,PKCh,PRKCH,Protein kinase C eta type,AGC,PKC,PKCh,P24723,CHEMBL2093867,PROTEIN FAMILY
PKCh,PKCh,PRKCH,Protein kinase C eta type,AGC,PKC,PKCh,P24723,CHEMBL2096620,PROTEIN FAMILY
PCTAIRE1,PCTAIRE1,CDK16,Cyclin-dependent kinase 16,CMGC,CDK,PCTAIRE,Q00536,CHEMBL4597,SINGLE PROTEIN
PCTAIRE1,PCTAIRE1,CDK16,Cyclin-dependent kinase 16,CMGC,CDK,PCTAIRE,Q00536,CHEMBL3559691,PROTEIN FAMILY
PCTAIRE1,PCTAIRE1,CDK16,Cyclin-dependent kinase 16,CMGC,CDK,PCTAIRE,Q00536,CHEMBL3885550,PROTEIN COMPLEX
PCTAIRE2,PCTAIRE2,CDK17,Cyclin-dependent kinase 17,CMGC,CDK,PCTAIRE,Q00537,CHEMBL5790,SINGLE PROTEIN
PCTAIRE2,PCTAIRE2,CDK17,Cyclin-dependent kinase 17,CMGC,CDK,PCTAIRE,Q00537,CHEMBL3559691,PROTEIN FAMILY
PCTAIRE3,PCTAIRE3,CDK18,Cyclin-dependent kinase 18,CMGC,CDK,PCTAIRE,Q07002,CHEMBL5316,SINGLE PROTEIN
PCTAIRE3,PCTAIRE3,CDK18,Cyclin-dependent kinase 18,CMGC,CDK,PCTAIRE,Q07002,CHEMBL3559691,PROTEIN FAMILY
PCTAIRE3,PCTAIRE3,CDK18,Cyclin-dependent kinase 18,CMGC,CDK,PCTAIRE,Q07002,CHEMBL4106161,PROTEIN COMPLEX
PDGFRa,PDGFRa,PDGFRA,Platelet-derived growth factor receptor alpha,TK,PDGFR,,P16234,CHEMBL2007,SINGLE PROTEIN
PDGFRa,PDGFRa,PDGFRA,Platelet-derived growth factor receptor alpha,TK,PDGFR,,P16234,CHEMBL2095189,PROTEIN COMPLEX
PDGFRb,PDGFRb,PDGFRB,Platelet-derived growth factor receptor beta,TK,PDGFR,,P09619,CHEMBL1913,SINGLE PROTEIN
PDGFRb,PDGFRb,PDGFRB,Platelet-derived growth factor receptor beta,TK,PDGFR,,P09619,CHEMBL2095189,PROTEIN COMPLEX
PDGFRb,PDGFRb,PDGFRB,Platelet-derived growth factor receptor beta,TK,PDGFR,,P09619,CHEMBL2111440,SELECTIVITY GROUP
PDK1,PDK1,PDPK1,3-phosphoinositide-dependent protein kinase 1,AGC,PDK1,,O15530,CHEMBL2534,SINGLE PROTEIN
PDHK1,PDHK1,PDK1,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1,Atypical,PDHK,,Q15118,CHEMBL4766,SINGLE PROTEIN
PDHK1,PDHK1,PDK1,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1,Atypical,PDHK,,Q15118,CHEMBL2096665,PROTEIN FAMILY
PDHK1,PDHK1,PDK1,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1,Atypical,PDHK,,Q15118,CHEMBL3885616,PROTEIN FAMILY
PDHK2,PDHK2,PDK2,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2,Atypical,PDHK,,Q15119,CHEMBL3861,SINGLE PROTEIN
PDHK2,PDHK2,PDK2,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2,Atypical,PDHK,,Q15119,CHEMBL2096665,PROTEIN FAMILY
PDHK3,PDHK3,PDK3,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3,Atypical,PDHK,,Q15120,CHEMBL3893,SINGLE PROTEIN
PDHK3,PDHK3,PDK3,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 3,Atypical,PDHK,,Q15120,CHEMBL2096665,PROTEIN FAMILY
PDHK4,PDHK4,PDK4,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4,Atypical,PDHK,,Q16654,CHEMBL4141,SINGLE PROTEIN
PDHK4,PDHK4,PDK4,[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4,Atypical,PDHK,,Q16654,CHEMBL2096665,PROTEIN FAMILY
PEK,PEK,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,Other,PEK,PEK,Q9NZJ5,CHEMBL6030,SINGLE PROTEIN
PFTAIRE1,PFTAIRE1,CDK14,Cyclin-dependent kinase 14,CMGC,CDK,PFTAIRE,O94921,CHEMBL6162,SINGLE PROTEIN
PFTAIRE1,PFTAIRE1,CDK14,Cyclin-dependent kinase 14,CMGC,CDK,PFTAIRE,O94921,CHEMBL3559691,PROTEIN FAMILY
PHKg1,PHKg1,PHKG1,Phosphorylase b kinase gamma catalytic chain,CAMK,PHK,,Q16816,CHEMBL4004,SINGLE PROTEIN
PHKg1,PHKg1,PHKG1,Phosphorylase b kinase gamma catalytic chain,CAMK,PHK,,Q16816,CHEMBL2111324,PROTEIN COMPLEX GROUP
PHKg2,PHKg2,PHKG2,Phosphorylase b kinase gamma catalytic chain,CAMK,PHK,,P15735,CHEMBL2349,SINGLE PROTEIN
PHKg2,PHKg2,PHKG2,Phosphorylase b kinase gamma catalytic chain,CAMK,PHK,,P15735,CHEMBL2111324,PROTEIN COMPLEX GROUP
PIM1,PIM1,PIM1,Serine/threonine-protein kinase pim-1,CAMK,PIM,,P11309,CHEMBL2147,SINGLE PROTEIN
PIM1,PIM1,PIM1,Serine/threonine-protein kinase pim-1,CAMK,PIM,,P11309,CHEMBL3430900,PROTEIN-PROTEIN INTERACTION
PIM1,PIM1,PIM1,Serine/threonine-protein kinase pim-1,CAMK,PIM,,P11309,CHEMBL3559682,PROTEIN FAMILY
PIM2,PIM2,PIM2,Serine/threonine-protein kinase pim-2,CAMK,PIM,,Q9P1W9,CHEMBL4523,SINGLE PROTEIN
PIM2,PIM2,PIM2,Serine/threonine-protein kinase pim-2,CAMK,PIM,,Q9P1W9,CHEMBL3559682,PROTEIN FAMILY
CDK10,CDK10,CDK10,Cyclin-dependent kinase 10,CMGC,CDK,CDK10,Q15131,CHEMBL1795191,SINGLE PROTEIN
CDK10,CDK10,CDK10,Cyclin-dependent kinase 10,CMGC,CDK,CDK10,Q15131,CHEMBL3559691,PROTEIN FAMILY
CDK9,CDK9,CDK9,Cyclin-dependent kinase 9,CMGC,CDK,CDK9,P50750,CHEMBL3116,SINGLE PROTEIN
CDK9,CDK9,CDK9,Cyclin-dependent kinase 9,CMGC,CDK,CDK9,P50750,CHEMBL2111389,PROTEIN COMPLEX
CDK9,CDK9,CDK9,Cyclin-dependent kinase 9,CMGC,CDK,CDK9,P50750,CHEMBL3038475,PROTEIN COMPLEX
CDK9,CDK9,CDK9,Cyclin-dependent kinase 9,CMGC,CDK,CDK9,P50750,CHEMBL3559691,PROTEIN FAMILY
CDK9,CDK9,CDK9,Cyclin-dependent kinase 9,CMGC,CDK,CDK9,P50750,CHEMBL4106184,PROTEIN FAMILY
PITSLRE,PITSLRE,CDK11B,Cyclin-dependent kinase 11B,CMGC,CDK,CDK11,P21127,CHEMBL5808,SINGLE PROTEIN
PITSLRE,PITSLRE,CDK11B,Cyclin-dependent kinase 11B,CMGC,CDK,CDK11,P21127,CHEMBL3559691,PROTEIN FAMILY
MELK,MELK,MELK,Maternal embryonic leucine zipper kinase,CAMK,CAMKL,MELK,Q14680,CHEMBL4578,SINGLE PROTEIN
MRCKa,MRCKa,CDC42BPA,Serine/threonine-protein kinase MRCK alpha,AGC,DMPK,GEK,Q5VT25,CHEMBL4516,SINGLE PROTEIN
PKACa,PKACa,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,AGC,PKA,,P17612,CHEMBL4101,SINGLE PROTEIN
PKACa,PKACa,PRKACA,cAMP-dependent protein kinase catalytic subunit alpha,AGC,PKA,,P17612,CHEMBL2094138,PROTEIN FAMILY
PKACb,PKACb,PRKACB,cAMP-dependent protein kinase catalytic subunit beta,AGC,PKA,,P22694,CHEMBL2918,SINGLE PROTEIN
PKACb,PKACb,PRKACB,cAMP-dependent protein kinase catalytic subunit beta,AGC,PKA,,P22694,CHEMBL2094138,PROTEIN FAMILY
PKACg,PKACg,PRKACG,cAMP-dependent protein kinase catalytic subunit gamma,AGC,PKA,,P22612,CHEMBL2743,SINGLE PROTEIN
PKACg,PKACg,PRKACG,cAMP-dependent protein kinase catalytic subunit gamma,AGC,PKA,,P22612,CHEMBL2094138,PROTEIN FAMILY
PKCa,PKCa,PRKCA,Protein kinase C alpha type,AGC,PKC,PKCa,P17252,CHEMBL299,SINGLE PROTEIN
PKCa,PKCa,PRKCA,Protein kinase C alpha type,AGC,PKC,PKCa,P17252,CHEMBL2093867,PROTEIN FAMILY
PKCa,PKCa,PRKCA,Protein kinase C alpha type,AGC,PKC,PKCa,P17252,CHEMBL2096620,PROTEIN FAMILY
PKCa,PKCa,PRKCA,Protein kinase C alpha type,AGC,PKC,PKCa,P17252,CHEMBL3137267,PROTEIN FAMILY
PKCb,PKCb,PRKCB,Protein kinase C beta type,AGC,PKC,PKCa,P05771,CHEMBL3045,SINGLE PROTEIN
PKCb,PKCb,PRKCB,Protein kinase C beta type,AGC,PKC,PKCa,P05771,CHEMBL2093867,PROTEIN FAMILY
PKCb,PKCb,PRKCB,Protein kinase C beta type,AGC,PKC,PKCa,P05771,CHEMBL2096620,PROTEIN FAMILY
PKCb,PKCb,PRKCB,Protein kinase C beta type,AGC,PKC,PKCa,P05771,CHEMBL3137267,PROTEIN FAMILY
PKCd,PKCd,PRKCD,Protein kinase C delta type,AGC,PKC,PKCd,Q05655,CHEMBL2996,SINGLE PROTEIN
PKCd,PKCd,PRKCD,Protein kinase C delta type,AGC,PKC,PKCd,Q05655,CHEMBL2093867,PROTEIN FAMILY
PKCd,PKCd,PRKCD,Protein kinase C delta type,AGC,PKC,PKCd,Q05655,CHEMBL2096620,PROTEIN FAMILY
PKCe,PKCe,PRKCE,Protein kinase C epsilon type,AGC,PKC,PKCh,Q02156,CHEMBL3582,SINGLE PROTEIN
PKCe,PKCe,PRKCE,Protein kinase C epsilon type,AGC,PKC,PKCh,Q02156,CHEMBL2093867,PROTEIN FAMILY
PKCe,PKCe,PRKCE,Protein kinase C epsilon type,AGC,PKC,PKCh,Q02156,CHEMBL2096620,PROTEIN FAMILY
PKCg,PKCg,PRKCG,Protein kinase C gamma type,AGC,PKC,PKCa,P05129,CHEMBL2938,SINGLE PROTEIN
PKCg,PKCg,PRKCG,Protein kinase C gamma type,AGC,PKC,PKCa,P05129,CHEMBL2093867,PROTEIN FAMILY
PKCg,PKCg,PRKCG,Protein kinase C gamma type,AGC,PKC,PKCa,P05129,CHEMBL2096620,PROTEIN FAMILY
PKCi,PKCi,PRKCI,Protein kinase C iota type,AGC,PKC,PKCi,P41743,CHEMBL2598,SINGLE PROTEIN
PKCi,PKCi,PRKCI,Protein kinase C iota type,AGC,PKC,PKCi,P41743,CHEMBL2093867,PROTEIN FAMILY
PKCi,PKCi,PRKCI,Protein kinase C iota type,AGC,PKC,PKCi,P41743,CHEMBL3885627,PROTEIN FAMILY
PKD1,PKD1,PRKD1,Serine/threonine-protein kinase D1,CAMK,PKD,,Q15139,CHEMBL3863,SINGLE PROTEIN
PKD1,PKD1,PRKD1,Serine/threonine-protein kinase D1,CAMK,PKD,,Q15139,CHEMBL2093867,PROTEIN FAMILY
PKD1,PKD1,PRKD1,Serine/threonine-protein kinase D1,CAMK,PKD,,Q15139,CHEMBL2096620,PROTEIN FAMILY
PKCt,PKCt,PRKCQ,Protein kinase C theta type,AGC,PKC,PKCd,Q04759,CHEMBL3920,SINGLE PROTEIN
PKCt,PKCt,PRKCQ,Protein kinase C theta type,AGC,PKC,PKCd,Q04759,CHEMBL2093867,PROTEIN FAMILY
PKCt,PKCt,PRKCQ,Protein kinase C theta type,AGC,PKC,PKCd,Q04759,CHEMBL2096620,PROTEIN FAMILY
PKCz,PKCz,PRKCZ,Protein kinase C zeta type,AGC,PKC,PKCi,Q05513,CHEMBL2093867,PROTEIN FAMILY
PKCz,PKCz,PRKCZ,Protein kinase C zeta type,AGC,PKC,PKCi,Q05513,CHEMBL3438,SINGLE PROTEIN
PKCz,PKCz,PRKCZ,Protein kinase C zeta type,AGC,PKC,PKCi,Q05513,CHEMBL3885627,PROTEIN FAMILY
PRKX,PRKX,PRKX,cAMP-dependent protein kinase catalytic subunit PRKX,AGC,PKA,,P51817,CHEMBL5818,SINGLE PROTEIN
HIPK3,HIPK3,HIPK3,Homeodomain-interacting protein kinase 3,CMGC,DYRK,HIPK,Q9H422,CHEMBL4577,SINGLE PROTEIN
PLK1,PLK1,PLK1,Serine/threonine-protein kinase PLK1,Other,PLK,,P53350,CHEMBL3024,SINGLE PROTEIN
PLK3,PLK3,PLK3,Serine/threonine-protein kinase PLK3,Other,PLK,,Q9H4B4,CHEMBL4897,SINGLE PROTEIN
PKN1,PKN1,PKN1,Serine/threonine-protein kinase N1,AGC,PKN,,Q16512,CHEMBL3384,SINGLE PROTEIN
PKN2,PKN2,PKN2,Serine/threonine-protein kinase N2,AGC,PKN,,Q16513,CHEMBL3032,SINGLE PROTEIN
PRP4,PRP4,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,CMGC,DYRK,PRP4,Q13523,CHEMBL1908382,SINGLE PROTEIN
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL1906,SINGLE PROTEIN
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL2111351,PROTEIN FAMILY
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL3559685,PROTEIN FAMILY
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL4106189,PROTEIN COMPLEX
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL3885566,PROTEIN FAMILY
RAF1,RAF1,RAF1,RAF proto-oncogene serine/threonine-protein kinase,TKL,RAF,,P04049,CHEMBL3883317,PROTEIN FAMILY
RET,RET,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,TK,Ret,,P07949,CHEMBL3430877,CHIMERIC PROTEIN
RET,RET,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,TK,Ret,,P07949,CHEMBL3430888,CHIMERIC PROTEIN
RET,RET,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,TK,Ret,,P07949,CHEMBL3430904,CHIMERIC PROTEIN
RET,RET,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,TK,Ret,,P07949,CHEMBL2041,SINGLE PROTEIN
RHOK,RHOK,GRK1,Rhodopsin kinase,AGC,GRK,GRK,Q15835,CHEMBL5607,SINGLE PROTEIN
RIPK1,RIPK1,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,TKL,RIPK,,Q13546,CHEMBL5464,SINGLE PROTEIN
RIPK1,RIPK1,RIPK1,Receptor-interacting serine/threonine-protein kinase 1,TKL,RIPK,,Q13546,CHEMBL3885602,PROTEIN FAMILY
RIPK2,RIPK2,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,TKL,RIPK,,O43353,CHEMBL5014,SINGLE PROTEIN
RIPK3,RIPK3,RIPK3,Receptor-interacting serine/threonine-protein kinase 3,TKL,RIPK,,Q9Y572,CHEMBL1795199,SINGLE PROTEIN
ROCK1,ROCK1,ROCK1,Rho-associated protein kinase 1,AGC,DMPK,ROCK,Q13464,CHEMBL3231,SINGLE PROTEIN
ROCK1,ROCK1,ROCK1,Rho-associated protein kinase 1,AGC,DMPK,ROCK,Q13464,CHEMBL2111459,PROTEIN FAMILY
RON,RON,MST1R,Macrophage-stimulating protein receptor,TK,Met,,Q04912,CHEMBL2689,SINGLE PROTEIN
ROR2,ROR2,ROR2,Tyrosine-protein kinase transmembrane receptor ROR2,TK,Ror,,Q01974,CHEMBL2375201,SINGLE PROTEIN
ROS,ROS,ROS1,Proto-oncogene tyrosine-protein kinase ROS,TK,Sev,,P08922,CHEMBL5568,SINGLE PROTEIN
RSK3,RSK1,RPS6KA2,Ribosomal protein S6 kinase alpha-2,AGC,RSK,RSKp90,Q15349,CHEMBL3906,SINGLE PROTEIN
RSK3,RSK1,RPS6KA2,Ribosomal protein S6 kinase alpha-2,AGC,RSK,RSKp90,Q15349,CHEMBL3832633,PROTEIN FAMILY
RSK3_b,Domain2_RSK1,RPS6KA2,Ribosomal protein S6 kinase alpha-2,CAMK,RSKb,RSKb,Q15349,CHEMBL3906,SINGLE PROTEIN
RSK3_b,Domain2_RSK1,RPS6KA2,Ribosomal protein S6 kinase alpha-2,CAMK,RSKb,RSKb,Q15349,CHEMBL3832633,PROTEIN FAMILY
RSK2,RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,AGC,RSK,RSKp90,P51812,CHEMBL2345,SINGLE PROTEIN
RSK2,RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,AGC,RSK,RSKp90,P51812,CHEMBL4106179,PROTEIN FAMILY
RSK2,RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,AGC,RSK,RSKp90,P51812,CHEMBL3832633,PROTEIN FAMILY
RSK2_b,Domain2_RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,CAMK,RSKb,RSKb,P51812,CHEMBL2345,SINGLE PROTEIN
RSK2_b,Domain2_RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,CAMK,RSKb,RSKb,P51812,CHEMBL4106179,PROTEIN FAMILY
RSK2_b,Domain2_RSK2,RPS6KA3,Ribosomal protein S6 kinase alpha-3,CAMK,RSKb,RSKb,P51812,CHEMBL3832633,PROTEIN FAMILY
RSK1,RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,AGC,RSK,RSKp90,Q15418,CHEMBL2553,SINGLE PROTEIN
RSK1,RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,AGC,RSK,RSKp90,Q15418,CHEMBL4106179,PROTEIN FAMILY
RSK1,RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,AGC,RSK,RSKp90,Q15418,CHEMBL3832633,PROTEIN FAMILY
RSK1_b,Domain2_RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,CAMK,RSKb,RSKb,Q15418,CHEMBL2553,SINGLE PROTEIN
RSK1_b,Domain2_RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,CAMK,RSKb,RSKb,Q15418,CHEMBL4106179,PROTEIN FAMILY
RSK1_b,Domain2_RSK3,RPS6KA1,Ribosomal protein S6 kinase alpha-1,CAMK,RSKb,RSKb,Q15418,CHEMBL3832633,PROTEIN FAMILY
PLK4,PLK4,PLK4,Serine/threonine-protein kinase PLK4,Other,PLK,,O00444,CHEMBL3788,SINGLE PROTEIN
p38b,p38b,MAPK11,Mitogen-activated protein kinase 11,CMGC,MAPK,p38,Q15759,CHEMBL3961,SINGLE PROTEIN
p38b,p38b,MAPK11,Mitogen-activated protein kinase 11,CMGC,MAPK,p38,Q15759,CHEMBL2094115,PROTEIN FAMILY
p38b,p38b,MAPK11,Mitogen-activated protein kinase 11,CMGC,MAPK,p38,Q15759,CHEMBL4106180,PROTEIN FAMILY
p38g,p38g,MAPK12,Mitogen-activated protein kinase 12,CMGC,MAPK,p38,P53778,CHEMBL4674,SINGLE PROTEIN
p38g,p38g,MAPK12,Mitogen-activated protein kinase 12,CMGC,MAPK,p38,P53778,CHEMBL2094115,PROTEIN FAMILY
p38g,p38g,MAPK12,Mitogen-activated protein kinase 12,CMGC,MAPK,p38,P53778,CHEMBL3038503,PROTEIN FAMILY
p38d,p38d,MAPK13,Mitogen-activated protein kinase 13,CMGC,MAPK,p38,O15264,CHEMBL2939,SINGLE PROTEIN
p38d,p38d,MAPK13,Mitogen-activated protein kinase 13,CMGC,MAPK,p38,O15264,CHEMBL2094115,PROTEIN FAMILY
p38d,p38d,MAPK13,Mitogen-activated protein kinase 13,CMGC,MAPK,p38,O15264,CHEMBL3038503,PROTEIN FAMILY
MAST1,MAST1,MAST1,Microtubule-associated serine/threonine-protein kinase 1,AGC,MAST,,Q9Y2H9,CHEMBL1163128,SINGLE PROTEIN
MAST1,MAST1,MAST1,Microtubule-associated serine/threonine-protein kinase 1,AGC,MAST,,Q9Y2H9,CHEMBL3038500,PROTEIN FAMILY
SGK1,SGK,SGK1,Serine/threonine-protein kinase Sgk1,AGC,SGK,,O00141,CHEMBL2343,SINGLE PROTEIN
SLK,SLK,SLK,STE20-like serine/threonine-protein kinase,STE,STE20,SLK,Q9H2G2,CHEMBL4202,SINGLE PROTEIN
PLK2,PLK2,PLK2,Serine/threonine-protein kinase PLK2,Other,PLK,,Q9NYY3,CHEMBL5938,SINGLE PROTEIN
MLK3,MLK3,MAP3K11,Mitogen-activated protein kinase kinase kinase 11,TKL,MLK,MLK,Q16584,CHEMBL2708,SINGLE PROTEIN
SRC,SRC,SRC,Proto-oncogene tyrosine-protein kinase Src,TK,Src,,P12931,CHEMBL267,SINGLE PROTEIN
SRC,SRC,SRC,Proto-oncogene tyrosine-protein kinase Src,TK,Src,,P12931,CHEMBL2111336,SELECTIVITY GROUP
SRC,SRC,SRC,Proto-oncogene tyrosine-protein kinase Src,TK,Src,,P12931,CHEMBL2363074,PROTEIN FAMILY
